row_id,team1_name,team2_name,Prediction,PredictedLabel,Explanation 1 Strength,Explanation 1 Feature,Explanation 1 Value,Explanation 2 Strength,Explanation 2 Feature,Explanation 2 Value,Explanation 3 Strength,Explanation 3 Feature,Explanation 3 Value,Explanation 4 Strength,Explanation 4 Feature,Explanation 4 Value,Explanation 5 Strength,Explanation 5 Feature,Explanation 5 Value,Explanation 6 Strength,Explanation 6 Feature,Explanation 6 Value,Explanation 7 Strength,Explanation 7 Feature,Explanation 7 Value,Explanation 8 Strength,Explanation 8 Feature,Explanation 8 Value,Explanation 9 Strength,Explanation 9 Feature,Explanation 9 Value,Explanation 10 Strength,Explanation 10 Feature,Explanation 10 Value
1167,Illinois,Norfolk State,0.7144864201545715,1,++,team1[team_conf] (6 weeks latest),'Big 10',++,team2[team_conf] (6 weeks latest),'MEAC',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team2[team_margin] (6 weeks avg),'10.272730000000001',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team1[team_margin] (6 weeks avg),'2.272727',++,team1[free_throw_pct] (6 weeks avg),'68.51818',++,team2[opponent_id] (6 weeks skewness),'-2.630415',++,team1[win] (6 weeks avg),'0.6363635999999999',-,team2[blocks] (6 weeks avg),'4.909091'
1168,Illinois,North Carolina,0.44325360655784607,0,+++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'ACC',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_AP_rank] (6 weeks avg),'25.0',--,team2[team_margin] (6 weeks avg),'4.5',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team2[opponent_score] (6 weeks median),'75.0',-,team1[three_point_pct] (6 weeks avg),'37.09091',-,team1[turnovers] (6 weeks skewness),'2.0843990000000003',+,team1[win] (6 weeks avg),'0.6363635999999999'
1169,Illinois,Notre Dame,0.4141024649143219,0,---,team2[team_conf] (6 weeks latest),'ACC',--,team2[team_margin] (6 weeks avg),'6.5833330000000005',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[opponent_id] (6 weeks skewness),'2.960369',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',--,team1[three_point_pct] (6 weeks avg),'37.09091',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',++,team1[team_score] (6 weeks avg),'73.27273000000001',++,team2[blocks] (6 weeks avg),'1.166667'
1170,Illinois,Ohio State,0.5143235325813293,1,--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_margin] (6 weeks avg),'2.416667',++,team1[free_throw_pct] (6 weeks avg),'68.51818',++,team2[three_point_pct] (6 weeks avg),'38.35',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team1[opponent_AP_rank] (6 weeks avg),'15.8',--,team2[team_AP_rank] (6 weeks avg),'19.90909'
1171,Illinois,Providence,0.5223888158798218,1,++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'Big East',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_margin] (6 weeks avg),'2.5',--,team2[team_AP_rank] (6 weeks avg),'11.0',++,team2[opponent_score] (6 weeks median),'74.5',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team1[free_throw_pct] (6 weeks avg),'68.51818',+,team1[turnovers] (6 weeks avg),'10.090910000000001'
1172,Illinois,Purdue,0.34503453969955444,0,--,team2[team_AP_rank] (6 weeks avg),'5.692308000000001',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team2[team_margin] (6 weeks avg),'2.461538',++,team1[team_margin] (6 weeks avg),'2.272727',++,team1[team_score] (6 weeks max),'93.0',--,team2[free_throw_pct] (6 weeks avg),'70.34615',--,team2[opponent_AP_rank] (6 weeks avg),'15.666670000000002',+,team1[free_throw_pct] (6 weeks avg),'68.51818'
1173,Illinois,Richmond,0.6270810961723328,1,++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'3.5',--,team2[team_conf] (6 weeks latest),'A-10',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team1[free_throw_pct] (6 weeks avg),'68.51818',--,team2[turnovers] (6 weeks avg),'10.0',--,team2[opponent_score] (6 weeks median),'63.5',++,team1[win] (6 weeks avg),'0.6363635999999999'
1174,Illinois,Rutgers,0.4723663330078125,0,---,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[free_throw_pct] (6 weeks avg),'71.54545',--,team2[team_margin] (6 weeks avg),'0.8181818000000001',++,team1[team_margin] (6 weeks avg),'2.272727',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team2[three_point_pct] (6 weeks avg),'34.10909',--,team1[three_point_pct] (6 weeks avg),'37.09091',-,team2[opponent_score] (6 weeks median),'65.0',-,team2[opponent_id] (6 weeks skewness),'1.6257709999999999'
1175,Illinois,South Dakota State,0.5663256049156189,1,+++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'14.5',++,team2[team_conf] (6 weeks latest),'Summit',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',--,team1[three_point_pct] (6 weeks avg),'37.09091',++,team1[team_margin] (6 weeks avg),'2.272727',-,team2[field_goals_made] (6 weeks avg),'30.636359999999996',+,team1[free_throw_pct] (6 weeks avg),'68.51818',+,team1[opponent_AP_rank] (6 weeks avg),'15.8'
1176,Illinois,San Diego State,0.5374992489814758,1,++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_margin] (6 weeks avg),'7.153846000000001',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team2[team_conf] (6 weeks latest),'MWC',--,team2[defensive_rebounds] (6 weeks avg),'24.4',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[opponent_score] (6 weeks median),'58.0',--,team2[free_throw_pct] (6 weeks avg),'73.43333',++,team1[opponent_AP_rank] (6 weeks avg),'15.8'
1177,Illinois,San Francisco,0.5574021935462952,1,--,team2[team_margin] (6 weeks avg),'9.636364',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'WCC',++,team1[team_margin] (6 weeks avg),'2.272727',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',+,team2[three_point_pct] (6 weeks avg),'35.227270000000004',-,team1_location,'N',+,team1[win] (6 weeks avg),'0.6363635999999999',+,team1[turnovers] (6 weeks avg),'10.090910000000001'
1178,Illinois,Seton Hall,0.5181655287742615,1,--,team2[team_conf] (6 weeks latest),'Big East',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_margin] (6 weeks avg),'3.75',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team2[free_throw_pct] (6 weeks avg),'72.95833',--,team1_location,'N',++,team2[three_point_pct] (6 weeks avg),'36.88333',++,team1[opponent_AP_rank] (6 weeks avg),'15.8',--,team2[blocks] (6 weeks avg),'5.25'
1179,Illinois,Saint Mary's,0.5524383783340454,1,++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team2[team_margin] (6 weeks avg),'5.818182',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_conf] (6 weeks latest),'WCC',--,team2[team_AP_rank] (6 weeks avg),'20.85714',++,team1[opponent_id] (6 weeks skewness),'1.6437680000000001',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team1[turnovers] (6 weeks avg),'10.090910000000001',++,team1[free_throw_pct] (6 weeks avg),'68.51818'
1180,Illinois,Saint Peter's,0.7356084585189819,1,++,team1[team_conf] (6 weeks latest),'Big 10',++,team2[team_conf] (6 weeks latest),'MAAC',--,team2[team_margin] (6 weeks avg),'8.153846000000001',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[opponent_score] (6 weeks min),'36.0',--,team2[blocks] (6 weeks avg),'6.461538',--,team2[opponent_score] (6 weeks median),'58.0',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[free_throw_pct] (6 weeks avg),'68.51818'
1181,Illinois,Texas A&M-CC,0.8083323240280151,1,+++,team1[team_conf] (6 weeks latest),'Big 10',++,team2[team_conf] (6 weeks latest),'Southland',++,team1[team_margin] (6 weeks avg),'2.272727',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[free_throw_pct] (6 weeks avg),'68.51818',--,team2[team_margin] (6 weeks avg),'1.833333',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',+,team2[three_point_pct] (6 weeks avg),'32.90833',+,team1[turnovers] (6 weeks avg),'10.090910000000001',+,team1_location,'N'
1182,Illinois,TCU,0.5975273251533508,1,---,team2[team_conf] (6 weeks latest),'Big 12',+++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',--,team1_location,'N',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',-,team1[steals] (6 weeks avg),'5.363636',-,team2[blocks] (6 weeks avg),'4.214286',+,team1[team_score] (6 weeks avg),'73.27273000000001',-,team2[opponent_AP_rank] (6 weeks avg),'10.625'
1183,Illinois,Tennessee,0.321348637342453,0,--,team2[team_margin] (6 weeks avg),'9.615385',--,team2[team_conf] (6 weeks latest),'SEC',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',--,team2[team_AP_rank] (6 weeks avg),'15.46154',++,team1[free_throw_pct] (6 weeks avg),'68.51818',--,team2[opponent_score] (6 weeks median),'62.0',-,team2[opponent_score] (6 weeks min),'50.0'
1184,Illinois,Texas,0.5131659507751465,1,++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'Big 12',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team2[opponent_score] (6 weeks kurtosis),'1.3031540000000001',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_AP_rank] (6 weeks avg),'20.90909',--,team1_location,'N',+,team1[team_score] (6 weeks avg),'73.27273000000001',+,team1[opponent_AP_rank] (6 weeks avg),'15.8',-,team1[turnovers] (6 weeks skewness),'2.0843990000000003'
1185,Illinois,Texas Tech,0.4488677680492401,0,--,team2[team_conf] (6 weeks latest),'Big 12',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'6.307691999999999',++,team1[team_margin] (6 weeks avg),'2.272727',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team1_location,'N',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',--,team2[team_AP_rank] (6 weeks avg),'11.69231',+,team1[free_throw_pct] (6 weeks avg),'68.51818',-,team2[opponent_score] (6 weeks median),'64.0'
1186,Illinois,Texas Southern,0.7683531641960144,1,++,team2[team_conf] (6 weeks latest),'SWAC',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'7.4166669999999995',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',--,team2[blocks] (6 weeks avg),'5.9166669999999995',--,team1[three_point_pct] (6 weeks avg),'37.09091',++,team1[win] (6 weeks avg),'0.6363635999999999',--,team2[opponent_score] (6 weeks median),'64.0'
1187,Illinois,UAB,0.5253868103027344,1,---,team2[team_margin] (6 weeks avg),'10.41667',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_score] (6 weeks avg),'80.91667',++,team1[win] (6 weeks avg),'0.6363635999999999',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',-,team2[blocks] (6 weeks avg),'4.3333330000000005',+,team1[free_throw_pct] (6 weeks avg),'68.51818',-,team2[steals] (6 weeks avg),'7.9166669999999995'
1188,Illinois,UCLA,0.39930805563926697,0,++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'8.357142999999999',--,team2[team_conf] (6 weeks latest),'Pac 12',++,team1[team_margin] (6 weeks avg),'2.272727',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',--,team1[three_point_pct] (6 weeks avg),'37.09091',++,team1[opponent_AP_rank] (6 weeks avg),'15.8',--,team2[team_AP_rank] (6 weeks avg),'11.78571',++,team2[three_point_pct] (6 weeks avg),'35.06429'
1189,Illinois,USC,0.5391240119934082,1,++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',--,team2[team_conf] (6 weeks latest),'Pac 12',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_AP_rank] (6 weeks avg),'18.25',++,team1[win] (6 weeks avg),'0.6363635999999999',--,team2[blocks] (6 weeks avg),'4.5833330000000005',-,team2[opponent_id] (6 weeks skewness),'2.855887',+,team2[three_point_pct] (6 weeks avg),'36.53333'
1190,Illinois,Vermont,0.6300256848335266,1,+++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'20.28571',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team2[defensive_rebounds] (6 weeks avg),'28.64286',++,team1[turnovers] (6 weeks avg),'10.090910000000001',--,team2[opponent_score] (6 weeks median),'59.0',++,team1[team_margin] (6 weeks avg),'2.272727',++,team2[team_conf] (6 weeks latest),'Am. East',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team1[win] (6 weeks avg),'0.6363635999999999'
1191,Illinois,Villanova,0.47384265065193176,0,++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'Big East',--,team2[team_AP_rank] (6 weeks avg),'10.66667',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_margin] (6 weeks avg),'4.5833330000000005',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[free_throw_pct] (6 weeks avg),'68.51818',--,team2[opponent_AP_rank] (6 weeks avg),'16.5',+,team1[team_score] (6 weeks avg),'73.27273000000001',-,team1_location,'N'
1192,Illinois,Virginia Tech,0.36669921875,0,--,team2[team_conf] (6 weeks latest),'ACC',--,team2[team_margin] (6 weeks avg),'9.214286',++,team1[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team2[opponent_id] (6 weeks skewness),'3.257389',++,team1[team_margin] (6 weeks avg),'2.272727',--,team1[three_point_pct] (6 weeks avg),'37.09091',-,team2[free_throw_pct] (6 weeks avg),'73.93571',-,team2[opponent_score] (6 weeks median),'64.0',+,team1[team_score] (6 weeks avg),'73.27273000000001'
1193,Illinois,Wisconsin,0.563399076461792,1,++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'Big 10',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',++,team1[free_throw_pct] (6 weeks avg),'68.51818',--,team2[team_AP_rank] (6 weeks avg),'12.54545',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',--,team1_location,'N',++,team2[team_score] (6 weeks max),'77.0',++,team1[team_score] (6 weeks avg),'73.27273000000001'
1194,Illinois,Wright State,0.7508442997932434,1,+++,team1[team_conf] (6 weeks latest),'Big 10',++,team2[team_conf] (6 weeks latest),'Horizon',++,team1[team_AP_rank] (6 weeks avg),'15.27273',--,team2[team_margin] (6 weeks avg),'8.5',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team1[free_throw_pct] (6 weeks avg),'68.51818',++,team1[team_margin] (6 weeks avg),'2.272727',++,team1[free_throw_pct] (6 weeks min),'50.0',+,team1_location,'N',-,team2[opponent_score] (6 weeks median),'65.5'
1195,Illinois,Wyoming,0.6196160912513733,1,--,team2[team_AP_rank] (6 weeks avg),'22.0',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',--,team2[team_conf] (6 weeks latest),'MWC',++,team1[free_throw_pct] (6 weeks avg),'68.51818',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',--,team2[team_margin] (6 weeks avg),'0.6923077',++,team2[field_goals_made] (6 weeks avg),'23.5',++,team1[win] (6 weeks avg),'0.6363635999999999',++,team1[opponent_AP_rank] (6 weeks avg),'15.8'
1196,Illinois,Yale,0.6731904745101929,1,++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'4.818182',++,team1[team_AP_rank] (6 weeks avg),'15.27273',++,team1[team_margin] (6 weeks avg),'2.272727',--,team1[turnovers] (6 weeks skewness),'2.0843990000000003',++,team2[team_conf] (6 weeks latest),'Ivy',++,team1[win] (6 weeks avg),'0.6363635999999999',++,team1[free_throw_pct] (6 weeks avg),'68.51818',--,team2[free_throw_pct] (6 weeks avg),'74.65455',--,team2[opponent_score] (6 weeks median),'64.0'
1197,Indiana,Iowa,0.14275182783603668,0,--,team2[team_margin] (6 weeks avg),'12.4',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'Big 10',--,team2[team_score] (6 weeks avg),'85.33333',--,team2[opponent_id] (6 weeks skewness),'3.4014550000000003',--,team2[team_score] (6 weeks max),'112.0',--,team2[team_AP_rank] (6 weeks avg),'24.22222',--,team1[three_point_pct] (6 weeks avg),'31.71667',++,team1[turnovers] (6 weeks avg),'9.916667',+,team1_location,'N'
1198,Indiana,Iowa State,0.4810270667076111,0,+++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'Big 12',--,team1_location,'N',--,team1[team_margin] (6 weeks avg),'-3.5',--,team1[three_point_pct] (6 weeks avg),'31.71667',++,team2[team_margin] (6 weeks avg),'-7.272727000000001',--,team1[opponent_score] (6 weeks min),'59.0',++,team2[team_score] (6 weeks avg),'60.54545',++,team1[free_throw_pct] (6 weeks avg),'74.68333',--,team1[steals] (6 weeks avg),'5.25'
1199,Indiana,Jacksonville State,0.6399559378623962,1,+++,team1[team_conf] (6 weeks latest),'Big 10',++,team2[team_conf] (6 weeks latest),'OVC',--,team1[three_point_pct] (6 weeks avg),'31.71667',++,team1_location,'N',--,team1[team_margin] (6 weeks avg),'-3.5',--,team2[team_margin] (6 weeks avg),'3.222222',+,team1[turnovers] (6 weeks skewness),'-0.5897034000000001',-,team1[steals] (6 weeks avg),'5.25',+,team1[free_throw_pct] (6 weeks min),'53.8',+,team1[turnovers] (6 weeks avg),'9.916667'
1200,Indiana,Kansas,0.1332620233297348,0,---,team2[team_AP_rank] (6 weeks avg),'6.714286',--,team2[team_conf] (6 weeks latest),'Big 12',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'8.214286',--,team1[three_point_pct] (6 weeks avg),'31.71667',--,team2[opponent_AP_rank] (6 weeks avg),'15.5',-,team1[team_margin] (6 weeks avg),'-3.5',-,team2[free_throw_pct] (6 weeks avg),'73.62143',-,team2[team_score] (6 weeks avg),'75.78571',-,team2[opponent_score] (6 weeks median),'64.0'
1201,Indiana,Kentucky,0.16546492278575897,0,---,team2[team_AP_rank] (6 weeks avg),'5.3333330000000005',--,team2[team_conf] (6 weeks latest),'SEC',++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'5.5',--,team1[three_point_pct] (6 weeks avg),'31.71667',++,team1_location,'N',--,team2[opponent_AP_rank] (6 weeks avg),'17.0',-,team1[team_margin] (6 weeks avg),'-3.5',-,team2[free_throw_pct] (6 weeks avg),'72.7',-,team2[win] (6 weeks avg),'0.75'
1202,Indiana,Longwood,0.5262763500213623,1,+++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'6.2',++,team2[team_conf] (6 weeks latest),'Big South',--,team1[team_margin] (6 weeks avg),'-3.5',--,team1[three_point_pct] (6 weeks avg),'31.71667',++,team1_location,'N',--,team1[steals] (6 weeks avg),'5.25',++,team2[three_point_pct] (6 weeks avg),'41.6',++,team1[opponent_AP_rank] (6 weeks avg),'17.14286',+,team1[turnovers] (6 weeks avg),'9.916667'
1203,Indiana,Loyola Chicago,0.4008369743824005,0,+++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_margin] (6 weeks avg),'11.41667',--,team2[opponent_score] (6 weeks min),'31.0',--,team1[three_point_pct] (6 weeks avg),'31.71667',--,team1[team_margin] (6 weeks avg),'-3.5',--,team2[opponent_score] (6 weeks median),'60.0',--,team2[steals] (6 weeks avg),'8.166667',++,team2[blocks] (6 weeks avg),'2.166667',++,team1[opponent_id] (6 weeks skewness),'1.756648',++,team2[team_conf] (6 weeks latest),'MVC'
1204,Indiana,LSU,0.2779693901538849,0,---,team2[team_conf] (6 weeks latest),'SEC',+++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[defensive_rebounds] (6 weeks avg),'20.83333',--,team2[team_margin] (6 weeks avg),'2.416667',--,team1[team_margin] (6 weeks avg),'-3.5',--,team2[steals] (6 weeks avg),'10.83333',--,team2[team_score] (6 weeks avg),'73.5',++,team1[opponent_AP_rank] (6 weeks avg),'17.14286',++,team1[free_throw_pct] (6 weeks avg),'74.68333',+,team1[free_throw_pct] (6 weeks min),'53.8'
1205,Indiana,Marquette,0.4430992603302002,0,+++,team1[team_conf] (6 weeks latest),'Big 10',--,team2[team_conf] (6 weeks latest),'Big East',++,team2[opponent_score] (6 weeks median),'77.0',++,team1[free_throw_pct] (6 weeks min),'53.8',--,team1[team_margin] (6 weeks avg),'-3.5',--,team1[three_point_pct] (6 weeks avg),'31.71667',--,team2[team_score] (6 weeks avg),'76.11111',++,team1[free_throw_pct] (6 weeks avg),'74.68333',++,team1[opponent_AP_rank] (6 weeks avg),'17.14286',--,team1[opponent_score] (6 weeks min),'59.0'
